AssetID,AssetName,Location,Region,InstalledDate,CapacityKW,Status,LastMaintenanceDate
2532,Turbine_751,Tokyo,APAC,2021-02-18,202.16,Active,2025-04-01
2533,Panel_144,Toronto,NA,2021-04-04,68.89,Active,2025-03-09
2534,Panel_408,Buenos Aires,LATAM,2017-10-28,458.14,Maintenance,2025-05-28
2535,Turbine_290,Buenos Aires,LATAM,2023-02-27,138.31,Active,2025-02-17
2536,Turbine_581,Toronto,NA,2021-12-21,92.83,Maintenance,2025-03-25
2537,Turbine_668,Sydney,APAC,2024-03-31,335.82,Inactive,2025-02-28
2538,Generator_406,Toronto,NA,2017-02-21,392.67,Active,2025-03-17
2539,Turbine_379,São Paulo,LATAM,2024-05-27,238.33,Active,2025-06-30
2540,Turbine_121,Sydney,APAC,2019-05-11,128.7,Inactive,2025-01-31
2541,Panel_257,London,UK,2021-07-10,416.3,Active,2025-09-03
2542,Battery_458,Sydney,APAC,2023-06-09,266.78,Inactive,2025-07-15
2543,Battery_703,São Paulo,LATAM,2018-01-19,86.49,Inactive,2025-03-28
2544,Generator_657,São Paulo,LATAM,2024-04-21,349.23,Inactive,2025-07-05
2545,Battery_576,London,UK,2017-11-27,555.0,Active,2025-03-04
2546,Turbine_313,Manchester,UK,2023-09-03,540.81,Maintenance,2025-02-05
2547,Panel_522,Tokyo,APAC,2024-02-20,262.79,Maintenance,2025-06-20
2548,Turbine_360,São Paulo,LATAM,2022-09-22,221.02,Inactive,2025-06-16
2549,Panel_506,São Paulo,LATAM,2020-03-16,68.33,Active,2025-09-19
2550,Turbine_479,Paris,EU,2020-11-10,552.6,Inactive,2025-08-14
2551,Generator_846,Toronto,NA,2018-04-24,278.49,Maintenance,2025-08-04
2552,Turbine_739,São Paulo,LATAM,2018-02-27,84.14,Inactive,2025-04-25
2553,Turbine_270,São Paulo,LATAM,2023-08-14,575.23,Active,2025-01-15
2554,Panel_428,Paris,EU,2018-08-12,296.07,Maintenance,2025-07-04
2555,Panel_909,Toronto,NA,2019-07-15,455.5,Maintenance,2025-04-09
2556,Battery_194,Sydney,APAC,2023-04-02,223.08,Inactive,2025-04-18
2557,Generator_165,Sydney,APAC,2020-01-27,163.0,Active,2025-08-31
2558,Turbine_186,Buenos Aires,LATAM,2020-08-24,473.79,Active,2025-02-04
2559,Turbine_346,Berlin,EU,2022-10-27,472.13,Maintenance,2025-09-20
2560,Generator_923,Buenos Aires,LATAM,2021-08-06,599.29,Active,2025-01-24
2561,Turbine_677,Toronto,NA,2022-02-12,572.55,Active,2025-08-09
2562,Battery_975,New York,NA,2017-09-14,546.06,Inactive,2025-04-28
2563,Generator_468,Toronto,NA,2024-05-02,464.91,Active,2025-03-10
2564,Generator_290,New York,NA,2024-03-02,555.37,Inactive,2025-02-24
2565,Battery_419,Toronto,NA,2021-10-28,299.48,Maintenance,2025-07-01
2566,Turbine_577,Sydney,APAC,2021-09-02,297.23,Inactive,2025-02-13
2567,Battery_591,London,UK,2017-01-02,203.63,Inactive,2025-03-04
2568,Battery_224,Manchester,UK,2022-03-06,233.74,Maintenance,2025-06-05
2569,Battery_895,London,UK,2022-05-22,101.63,Maintenance,2025-04-19
2570,Battery_433,New York,NA,2019-10-27,252.93,Inactive,2025-02-28
2571,Turbine_142,Tokyo,APAC,2021-01-31,249.95,Maintenance,2025-07-12
2572,Generator_500,London,UK,2019-05-30,230.2,Maintenance,2025-08-13
2573,Generator_246,Madrid,EU,2017-03-19,433.44,Active,2025-10-05
2574,Generator_125,Madrid,EU,2020-08-14,217.48,Active,2025-03-02
2575,Battery_982,Buenos Aires,LATAM,2020-03-29,309.47,Inactive,2025-02-09
2576,Battery_911,Manchester,UK,2021-01-12,242.81,Inactive,2025-04-28
2577,Turbine_548,São Paulo,LATAM,2020-11-30,515.74,Active,2025-08-04
2578,Battery_220,London,UK,2024-07-26,111.4,Inactive,2025-08-26
2579,Battery_529,Madrid,EU,2023-03-28,529.73,Inactive,2025-04-17
2580,Generator_662,Sydney,APAC,2020-09-04,189.04,Active,2025-05-01
2581,Generator_915,Buenos Aires,LATAM,2021-05-11,422.24,Maintenance,2025-03-24
2582,Turbine_737,London,UK,2017-10-19,164.27,Inactive,2025-02-23
2583,Battery_232,São Paulo,LATAM,2023-03-24,274.35,Maintenance,2025-03-12
2584,Turbine_568,Manchester,UK,2022-05-14,574.24,Active,2025-10-16
2585,Panel_810,New York,NA,2019-09-16,427.88,Maintenance,2025-02-08
2586,Battery_300,Tokyo,APAC,2024-06-04,457.59,Active,2025-03-06
2587,Panel_433,Manchester,UK,2017-02-18,210.55,Inactive,2025-08-29
2588,Generator_317,Paris,EU,2024-02-22,288.82,Inactive,2025-10-17
2589,Generator_603,Buenos Aires,LATAM,2019-10-20,50.13,Active,2025-01-14
2590,Panel_336,London,UK,2017-04-02,527.67,Active,2025-01-21
2591,Generator_446,Toronto,NA,2019-12-27,504.69,Active,2025-06-12
2592,Generator_125,São Paulo,LATAM,2023-03-27,359.69,Maintenance,2025-07-28
2593,Turbine_587,Tokyo,APAC,2018-03-13,449.65,Inactive,2025-04-03
2594,Panel_393,Madrid,EU,2022-09-09,282.21,Inactive,2025-05-06
2595,Turbine_797,Sydney,APAC,2017-05-21,504.05,Maintenance,2025-09-11
2596,Panel_407,New York,NA,2023-10-29,189.19,Inactive,2025-06-01
2597,Generator_633,Sydney,APAC,2023-03-29,485.12,Active,2025-04-15
2598,Battery_713,São Paulo,LATAM,2017-07-27,252.73,Inactive,2025-08-24
2599,Panel_651,Sydney,APAC,2022-07-01,453.66,Maintenance,2025-04-21
2600,Panel_488,London,UK,2022-08-20,573.91,Active,2025-04-07
2601,Generator_793,São Paulo,LATAM,2022-09-05,516.67,Inactive,2025-09-25
2602,Turbine_620,Madrid,EU,2023-06-20,580.4,Active,2025-08-03
2603,Turbine_426,Manchester,UK,2023-05-27,183.39,Maintenance,2025-05-03
2604,Battery_825,Sydney,APAC,2020-05-30,133.9,Inactive,2025-09-04
2605,Panel_301,Manchester,UK,2020-07-02,277.22,Active,2025-07-05
2606,Turbine_405,Buenos Aires,LATAM,2019-08-25,447.95,Maintenance,2025-03-24
2607,Generator_659,New York,NA,2020-07-10,164.29,Active,2025-05-13
2608,Turbine_139,Sydney,APAC,2021-07-31,493.05,Maintenance,2025-01-22
2609,Battery_826,São Paulo,LATAM,2023-07-17,315.75,Inactive,2025-03-15
2610,Panel_875,São Paulo,LATAM,2023-01-21,359.21,Maintenance,2025-01-07
2611,Turbine_546,Tokyo,APAC,2017-11-22,576.31,Inactive,2025-03-31
2612,Turbine_366,Manchester,UK,2019-08-19,287.38,Maintenance,2025-06-23
2613,Generator_597,Madrid,EU,2019-10-13,446.84,Inactive,2025-04-09
2614,Battery_593,Manchester,UK,2018-06-28,230.79,Inactive,2025-02-17
2615,Generator_170,New York,NA,2023-01-05,447.68,Inactive,2025-04-28
2616,Generator_222,New York,NA,2023-07-11,549.48,Active,2025-06-01
2617,Battery_105,Toronto,NA,2019-04-13,501.47,Maintenance,2025-04-13
2618,Panel_884,London,UK,2018-12-19,448.55,Inactive,2025-01-02
2619,Turbine_766,Manchester,UK,2024-02-11,235.08,Active,2025-05-28
2620,Battery_328,Berlin,EU,2020-06-15,584.58,Inactive,2025-04-18
2621,Panel_497,Toronto,NA,2022-01-03,129.01,Inactive,2025-04-19
2622,Panel_539,London,UK,2019-07-15,589.63,Inactive,2025-02-07
2623,Turbine_365,Madrid,EU,2020-07-27,403.67,Maintenance,2025-07-15
2624,Battery_497,Manchester,UK,2021-09-05,331.6,Active,2025-09-01
2625,Battery_885,Manchester,UK,2018-09-23,410.69,Maintenance,2025-09-01
2626,Battery_576,New York,NA,2017-03-18,299.81,Inactive,2025-10-18
2627,Generator_547,Buenos Aires,LATAM,2024-08-01,172.82,Active,2025-06-10
2628,Battery_874,Sydney,APAC,2017-03-14,141.16,Maintenance,2025-09-21
2629,Turbine_396,São Paulo,LATAM,2023-02-01,236.66,Inactive,2025-10-18
2630,Generator_816,New York,NA,2018-10-11,444.02,Inactive,2025-05-20
2631,Battery_863,São Paulo,LATAM,2021-12-01,217.78,Inactive,2025-05-30
2632,Battery_102,Toronto,NA,2019-04-22,450.69,Inactive,2025-07-18
2633,Turbine_246,Manchester,UK,2018-08-06,525.63,Active,2025-03-05
2634,Battery_665,Madrid,EU,2023-09-03,146.28,Active,2025-01-16
2635,Battery_448,Buenos Aires,LATAM,2020-03-28,472.7,Maintenance,2025-09-06
2636,Battery_291,Sydney,APAC,2018-10-22,157.17,Active,2025-07-17
2637,Panel_325,Berlin,EU,2018-08-21,362.83,Maintenance,2025-01-12
2638,Turbine_705,Sydney,APAC,2019-05-25,521.29,Inactive,2025-09-14
2639,Battery_882,Manchester,UK,2018-01-10,281.96,Active,2025-02-18
2640,Panel_873,Paris,EU,2024-05-20,461.46,Inactive,2025-03-07
2641,Turbine_763,Berlin,EU,2024-05-05,572.0,Maintenance,2025-09-03
2642,Generator_254,New York,NA,2023-09-11,97.87,Inactive,2025-10-06
2643,Generator_260,Madrid,EU,2018-11-11,350.58,Active,2025-09-03
2644,Generator_247,New York,NA,2023-03-09,433.49,Maintenance,2025-09-23
2645,Turbine_748,Madrid,EU,2019-08-04,394.09,Inactive,2025-03-15
2646,Turbine_122,Paris,EU,2024-05-14,278.8,Active,2025-02-03
2647,Battery_695,Berlin,EU,2019-05-21,557.0,Active,2025-04-17
2648,Generator_194,Sydney,APAC,2021-02-28,205.55,Maintenance,2025-09-06
2649,Battery_263,São Paulo,LATAM,2023-11-02,185.82,Maintenance,2025-03-10
2650,Panel_460,Paris,EU,2017-06-20,591.17,Inactive,2025-04-15
2651,Turbine_829,Toronto,NA,2020-02-09,143.54,Active,2025-06-08
2652,Generator_691,Buenos Aires,LATAM,2020-05-06,482.48,Active,2025-10-25
2653,Battery_534,Berlin,EU,2022-09-22,186.77,Inactive,2025-06-06
2654,Panel_566,Berlin,EU,2021-02-04,324.5,Inactive,2025-08-14
2655,Generator_478,London,UK,2019-04-17,425.3,Inactive,2025-03-14
2656,Battery_211,New York,NA,2023-01-01,388.99,Maintenance,2025-03-30
2657,Turbine_774,Toronto,NA,2021-03-11,64.22,Maintenance,2025-06-14
2658,Turbine_695,New York,NA,2023-07-22,180.35,Inactive,2025-05-23
2659,Generator_325,Tokyo,APAC,2021-01-18,156.23,Active,2025-09-29
2660,Generator_360,Berlin,EU,2019-01-20,564.03,Active,2025-06-08
2661,Panel_690,London,UK,2018-01-04,424.81,Inactive,2025-10-22
2662,Panel_739,Berlin,EU,2023-07-09,582.51,Active,2025-10-17
2663,Battery_485,Berlin,EU,2019-10-12,177.88,Active,2025-04-21
2664,Turbine_715,Paris,EU,2021-07-04,286.04,Inactive,2025-02-26
2665,Generator_653,Manchester,UK,2017-02-10,123.64,Active,2025-05-16
2666,Generator_654,Madrid,EU,2024-01-13,138.94,Active,2025-07-23
2667,Generator_581,Sydney,APAC,2020-07-04,97.28,Active,2025-02-19
2668,Generator_182,São Paulo,LATAM,2021-06-13,331.24,Inactive,2025-02-03
2669,Generator_929,São Paulo,LATAM,2023-08-27,220.37,Inactive,2025-04-02
2670,Battery_128,São Paulo,LATAM,2018-05-21,190.21,Inactive,2025-09-10
2671,Panel_323,Buenos Aires,LATAM,2022-12-10,250.18,Maintenance,2025-05-21
2672,Turbine_191,Paris,EU,2019-07-16,151.15,Maintenance,2025-07-27
2673,Battery_997,Berlin,EU,2021-06-05,283.48,Active,2025-04-25
2674,Battery_826,Berlin,EU,2018-07-18,299.52,Active,2025-04-27
2675,Panel_915,Madrid,EU,2022-01-12,487.62,Active,2025-07-21
2676,Turbine_144,Madrid,EU,2021-09-26,206.87,Inactive,2025-09-10
2677,Panel_609,New York,NA,2018-04-28,505.96,Inactive,2025-03-16
2678,Battery_887,Madrid,EU,2023-05-13,481.35,Maintenance,2025-06-23
2679,Panel_662,London,UK,2024-04-19,193.93,Maintenance,2025-08-23
2680,Turbine_355,São Paulo,LATAM,2024-04-09,78.81,Maintenance,2025-06-09
2681,Battery_147,Toronto,NA,2023-07-27,185.92,Maintenance,2025-06-06
2682,Generator_504,Manchester,UK,2019-01-22,516.54,Active,2025-07-10
2683,Generator_647,Toronto,NA,2023-08-21,260.95,Inactive,2025-05-09
2684,Turbine_201,Toronto,NA,2021-04-12,540.25,Inactive,2025-07-30
2685,Turbine_485,Buenos Aires,LATAM,2017-04-30,578.03,Inactive,2025-09-28
2686,Generator_891,Sydney,APAC,2020-11-04,522.39,Active,2025-03-27
2687,Panel_533,Tokyo,APAC,2023-10-04,291.56,Inactive,2025-09-25
2688,Panel_714,London,UK,2021-03-16,105.66,Active,2025-03-25
2689,Panel_652,Toronto,NA,2018-10-08,352.54,Inactive,2025-08-22
2690,Generator_444,Toronto,NA,2018-04-05,64.23,Active,2025-02-01
2691,Battery_605,New York,NA,2020-04-05,289.62,Maintenance,2025-08-22
2692,Panel_854,Sydney,APAC,2022-02-11,557.65,Maintenance,2025-07-07
2693,Turbine_550,Toronto,NA,2017-07-31,417.94,Active,2025-02-23
2694,Panel_348,Tokyo,APAC,2023-10-18,554.64,Inactive,2025-05-05
2695,Battery_723,Tokyo,APAC,2023-04-02,580.16,Inactive,2025-01-31
2696,Battery_425,Manchester,UK,2019-01-21,583.68,Active,2025-01-05
2697,Battery_944,London,UK,2022-01-18,357.83,Inactive,2025-03-09
2698,Panel_701,São Paulo,LATAM,2022-10-31,153.29,Maintenance,2025-03-27
2699,Generator_720,London,UK,2023-05-09,511.62,Active,2025-08-22
2700,Battery_146,Manchester,UK,2023-11-30,580.11,Active,2025-01-14
2701,Generator_177,Berlin,EU,2023-06-01,109.77,Inactive,2025-09-24
2702,Battery_842,Berlin,EU,2017-03-29,388.11,Active,2025-03-21
2703,Panel_305,New York,NA,2019-06-25,576.41,Inactive,2025-08-21
2704,Panel_595,Paris,EU,2017-05-13,362.48,Maintenance,2025-01-23
2705,Turbine_310,Madrid,EU,2024-01-17,332.73,Active,2025-10-13
2706,Turbine_471,London,UK,2019-04-27,352.6,Active,2025-06-23
2707,Turbine_340,Paris,EU,2017-09-08,122.94,Active,2025-04-24
2708,Turbine_153,Toronto,NA,2019-11-07,76.23,Inactive,2025-08-09
2709,Generator_801,London,UK,2021-12-19,428.57,Inactive,2025-03-16
2710,Turbine_339,Tokyo,APAC,2019-02-27,417.63,Active,2025-04-11
2711,Generator_928,Toronto,NA,2019-02-07,524.58,Active,2025-06-25
2712,Panel_696,Paris,EU,2021-04-11,146.07,Inactive,2025-04-16
2713,Generator_775,Manchester,UK,2023-12-16,69.57,Maintenance,2025-10-05
2714,Panel_761,São Paulo,LATAM,2021-02-17,127.9,Maintenance,2025-09-18
2715,Battery_356,Madrid,EU,2020-01-28,263.53,Active,2025-07-07
2716,Turbine_144,Paris,EU,2020-05-11,497.91,Maintenance,2025-07-08
2717,Turbine_175,London,UK,2022-02-06,417.8,Inactive,2025-05-28
2718,Battery_513,New York,NA,2017-03-27,517.13,Active,2025-09-11
2719,Battery_462,New York,NA,2021-05-19,597.19,Inactive,2025-03-18
2720,Generator_302,Manchester,UK,2019-09-22,497.14,Inactive,2025-06-13
2721,Turbine_827,Madrid,EU,2018-04-06,476.72,Maintenance,2025-03-28
2722,Turbine_379,São Paulo,LATAM,2023-09-06,503.93,Active,2025-07-30
2723,Turbine_353,Toronto,NA,2022-06-15,213.93,Maintenance,2025-09-27
2724,Turbine_784,Paris,EU,2018-03-19,195.56,Maintenance,2025-04-09
2725,Battery_294,Tokyo,APAC,2021-04-15,83.03,Maintenance,2025-07-30
2726,Battery_808,Berlin,EU,2024-06-17,133.81,Active,2025-06-19
2727,Generator_501,Manchester,UK,2020-08-29,111.2,Inactive,2025-09-15
2728,Battery_299,São Paulo,LATAM,2023-08-08,474.08,Maintenance,2025-07-08
2729,Battery_744,Paris,EU,2023-06-29,286.8,Inactive,2025-09-01
2730,Generator_456,Madrid,EU,2021-01-11,409.13,Maintenance,2025-02-08
2731,Panel_220,Toronto,NA,2019-08-21,111.09,Inactive,2025-01-11
2732,Battery_587,Tokyo,APAC,2024-01-21,232.67,Maintenance,2025-08-29
2733,Generator_291,New York,NA,2021-02-11,167.51,Active,2025-02-27
2734,Generator_284,São Paulo,LATAM,2021-11-20,427.27,Active,2025-08-15
2735,Turbine_185,Tokyo,APAC,2021-01-08,404.69,Maintenance,2025-06-27
2736,Battery_579,New York,NA,2021-11-25,501.82,Active,2025-07-05
2737,Panel_546,Berlin,EU,2018-09-11,594.62,Active,2025-08-24
2738,Turbine_861,Berlin,EU,2023-06-26,118.39,Active,2025-05-28
2739,Battery_455,Buenos Aires,LATAM,2017-03-26,576.77,Active,2025-02-20
2740,Battery_771,Tokyo,APAC,2020-05-29,599.98,Maintenance,2025-02-12
2741,Turbine_917,São Paulo,LATAM,2024-03-18,308.7,Active,2025-04-11
2742,Generator_793,New York,NA,2017-09-30,85.33,Maintenance,2025-06-14
2743,Battery_825,Sydney,APAC,2019-04-13,576.31,Maintenance,2025-02-09
2744,Turbine_231,Paris,EU,2022-12-08,192.85,Inactive,2025-07-13
2745,Generator_546,London,UK,2024-03-12,568.58,Inactive,2025-02-21
2746,Panel_428,Toronto,NA,2024-03-16,342.34,Inactive,2025-03-05
2747,Panel_561,Berlin,EU,2017-11-04,325.74,Active,2025-10-24
2748,Generator_680,Buenos Aires,LATAM,2019-10-21,59.2,Maintenance,2025-03-31
2749,Turbine_865,London,UK,2020-03-24,321.64,Inactive,2025-02-04
2750,Panel_138,Sydney,APAC,2021-03-15,428.93,Maintenance,2025-10-26
2751,Turbine_486,Sydney,APAC,2022-03-14,260.36,Maintenance,2025-04-04
2752,Battery_947,New York,NA,2019-09-12,69.1,Inactive,2025-03-14
2753,Turbine_949,Manchester,UK,2022-08-30,390.3,Maintenance,2025-10-26
2754,Turbine_930,Madrid,EU,2021-09-16,360.4,Active,2025-07-15
2755,Generator_808,Manchester,UK,2017-11-12,536.53,Active,2025-06-01
2756,Generator_229,Tokyo,APAC,2020-10-01,458.71,Active,2025-10-07
2757,Turbine_780,Manchester,UK,2023-01-16,496.84,Maintenance,2025-06-02
2758,Generator_388,Buenos Aires,LATAM,2022-06-16,460.83,Maintenance,2025-04-03
2759,Generator_836,New York,NA,2023-02-01,78.46,Active,2025-03-05
2760,Panel_458,São Paulo,LATAM,2022-09-15,245.78,Maintenance,2025-10-18
2761,Turbine_742,Toronto,NA,2018-09-07,596.55,Maintenance,2025-01-27
2762,Turbine_759,Toronto,NA,2019-06-24,257.08,Inactive,2025-01-09
2763,Battery_253,New York,NA,2018-05-25,560.36,Active,2025-09-11
2764,Panel_542,Buenos Aires,LATAM,2021-05-02,53.49,Inactive,2025-02-12
2765,Turbine_671,New York,NA,2019-03-18,80.99,Inactive,2025-09-02
2766,Generator_461,Buenos Aires,LATAM,2022-05-10,400.04,Inactive,2025-07-16
2767,Generator_866,Buenos Aires,LATAM,2018-04-29,543.09,Active,2025-06-26
2768,Battery_895,Buenos Aires,LATAM,2019-08-13,134.71,Maintenance,2025-02-08
2769,Generator_429,São Paulo,LATAM,2017-08-08,472.34,Active,2025-03-06
2770,Turbine_336,New York,NA,2018-04-08,528.51,Inactive,2025-02-01
2771,Battery_616,Tokyo,APAC,2019-10-28,563.99,Inactive,2025-01-12
2772,Battery_555,Manchester,UK,2023-03-22,466.74,Active,2025-01-01
2773,Generator_598,São Paulo,LATAM,2018-11-16,424.23,Active,2025-02-25
2774,Panel_728,Sydney,APAC,2018-05-30,184.23,Inactive,2025-07-17
2775,Battery_986,New York,NA,2022-12-19,441.29,Active,2025-08-30
2776,Battery_327,Manchester,UK,2022-01-07,459.75,Active,2025-10-01
2777,Panel_603,Toronto,NA,2018-02-23,191.59,Inactive,2025-08-08
2778,Generator_245,São Paulo,LATAM,2020-12-05,328.92,Inactive,2025-10-13
2779,Turbine_438,Berlin,EU,2019-09-29,66.91,Maintenance,2025-07-01
2780,Battery_977,London,UK,2019-08-18,518.69,Inactive,2025-09-19
2781,Battery_509,São Paulo,LATAM,2024-03-05,471.22,Maintenance,2025-01-16
2782,Battery_260,Tokyo,APAC,2019-10-07,149.99,Maintenance,2025-06-20
2783,Turbine_831,Madrid,EU,2021-09-07,330.16,Inactive,2025-02-07
2784,Generator_891,Paris,EU,2018-12-26,446.05,Inactive,2025-04-06
2785,Turbine_659,New York,NA,2023-02-03,569.96,Inactive,2025-01-01
2786,Panel_472,New York,NA,2019-01-27,98.82,Inactive,2025-07-19
2787,Battery_625,New York,NA,2019-10-16,522.48,Active,2025-07-13
2788,Panel_596,São Paulo,LATAM,2018-09-18,518.98,Inactive,2025-07-20
2789,Generator_681,Toronto,NA,2023-11-12,449.86,Active,2025-09-05
2790,Battery_234,Sydney,APAC,2021-02-10,236.75,Inactive,2025-02-14
2791,Panel_382,New York,NA,2023-06-05,476.97,Maintenance,2025-06-12
2792,Battery_713,Tokyo,APAC,2021-03-29,101.74,Maintenance,2025-09-25
2793,Panel_254,Toronto,NA,2019-04-10,269.49,Maintenance,2025-04-30
2794,Turbine_130,Madrid,EU,2017-12-22,146.79,Active,2025-01-02
2795,Generator_733,New York,NA,2021-01-10,57.15,Maintenance,2025-08-04
2796,Panel_352,Manchester,UK,2018-04-03,345.8,Inactive,2025-01-05
2797,Panel_870,Tokyo,APAC,2017-01-03,517.19,Active,2025-04-07
2798,Battery_558,Madrid,EU,2021-04-12,588.39,Maintenance,2025-01-13
2799,Panel_823,Manchester,UK,2023-06-30,396.45,Maintenance,2025-05-25
2800,Generator_520,Berlin,EU,2022-06-29,144.83,Inactive,2025-06-06
2801,Panel_946,Toronto,NA,2017-08-26,379.77,Maintenance,2025-07-28
2802,Generator_964,London,UK,2018-10-13,93.21,Maintenance,2025-09-29
2803,Battery_113,Manchester,UK,2022-03-01,417.25,Inactive,2025-01-26
2804,Panel_228,New York,NA,2020-05-05,261.48,Maintenance,2025-10-17
2805,Panel_830,London,UK,2021-07-12,582.35,Maintenance,2025-01-25
2806,Turbine_231,São Paulo,LATAM,2017-07-01,483.65,Active,2025-01-23
2807,Battery_690,Buenos Aires,LATAM,2021-11-26,123.9,Inactive,2025-03-11
2808,Panel_147,Paris,EU,2023-03-01,372.65,Active,2025-07-28
2809,Generator_782,Buenos Aires,LATAM,2017-04-11,572.24,Active,2025-07-11
2810,Turbine_443,Buenos Aires,LATAM,2017-06-24,537.83,Inactive,2025-03-24
2811,Battery_506,São Paulo,LATAM,2023-01-30,241.87,Inactive,2025-08-04
2812,Generator_917,Buenos Aires,LATAM,2019-05-01,77.12,Maintenance,2025-09-09
2813,Battery_351,Berlin,EU,2020-03-16,312.54,Maintenance,2025-06-09
2814,Turbine_178,Toronto,NA,2021-07-16,238.48,Inactive,2025-06-08
2815,Battery_688,Sydney,APAC,2021-03-28,150.1,Inactive,2025-07-03
2816,Panel_708,London,UK,2021-07-07,417.92,Inactive,2025-06-23
2817,Panel_887,Sydney,APAC,2018-09-24,535.92,Active,2025-10-17
2818,Battery_170,London,UK,2020-05-13,541.9,Maintenance,2025-01-30
2819,Battery_607,New York,NA,2022-12-24,325.4,Active,2025-09-25
2820,Panel_464,New York,NA,2018-11-20,198.11,Active,2025-10-24
2821,Turbine_178,London,UK,2024-05-03,152.27,Inactive,2025-01-06
2822,Turbine_273,Buenos Aires,LATAM,2019-03-10,114.69,Active,2025-08-18
2823,Generator_317,London,UK,2021-12-20,340.47,Maintenance,2025-03-22
2824,Battery_136,London,UK,2018-09-26,520.89,Maintenance,2025-07-19
2825,Panel_394,Tokyo,APAC,2019-08-02,595.32,Maintenance,2025-03-20
2826,Battery_438,Berlin,EU,2018-02-27,350.4,Active,2025-10-26
2827,Generator_759,London,UK,2017-06-17,226.13,Active,2025-09-20
2828,Panel_149,Madrid,EU,2022-01-16,300.8,Maintenance,2025-09-02
2829,Panel_618,New York,NA,2022-08-23,512.46,Maintenance,2025-01-08
2830,Turbine_794,Sydney,APAC,2023-03-26,130.09,Maintenance,2025-03-02
2831,Turbine_427,São Paulo,LATAM,2021-09-15,124.48,Inactive,2025-08-26
2832,Battery_469,New York,NA,2022-07-10,120.33,Active,2025-04-12
2833,Battery_846,Buenos Aires,LATAM,2019-09-05,532.25,Inactive,2025-06-06
2834,Generator_419,Manchester,UK,2018-05-23,104.19,Inactive,2025-03-01
2835,Turbine_241,São Paulo,LATAM,2018-04-25,308.56,Active,2025-03-19
2836,Battery_433,São Paulo,LATAM,2017-01-26,112.05,Active,2025-03-09
2837,Panel_883,Sydney,APAC,2022-06-02,163.24,Active,2025-02-05
2838,Battery_176,Buenos Aires,LATAM,2024-04-27,50.02,Maintenance,2025-09-28
2839,Battery_597,Toronto,NA,2024-06-06,467.84,Active,2025-07-07
2840,Panel_817,Sydney,APAC,2024-05-12,80.27,Inactive,2025-07-21
2841,Battery_589,Sydney,APAC,2017-09-29,443.6,Inactive,2025-01-31
2842,Turbine_480,Berlin,EU,2022-04-24,580.29,Maintenance,2025-10-21
2843,Turbine_612,Manchester,UK,2022-02-11,480.37,Inactive,2025-07-10
2844,Generator_887,Sydney,APAC,2020-06-24,414.41,Inactive,2025-03-19
2845,Turbine_768,Buenos Aires,LATAM,2019-06-07,265.95,Active,2025-09-22
2846,Panel_540,Tokyo,APAC,2019-05-12,226.65,Maintenance,2025-03-15
2847,Turbine_295,London,UK,2024-05-14,454.9,Inactive,2025-07-24
2848,Generator_694,Berlin,EU,2021-06-07,197.94,Active,2025-01-05
2849,Turbine_270,New York,NA,2017-10-19,538.4,Active,2025-03-24
2850,Turbine_997,Madrid,EU,2017-01-30,416.0,Active,2025-03-31
2851,Panel_612,Paris,EU,2018-02-13,137.43,Maintenance,2025-02-20
2852,Generator_303,Sydney,APAC,2017-03-20,209.49,Inactive,2025-02-14
2853,Panel_214,São Paulo,LATAM,2017-10-21,522.5,Inactive,2025-04-01
2854,Generator_857,Manchester,UK,2022-01-12,504.64,Inactive,2025-09-02
2855,Generator_823,Buenos Aires,LATAM,2018-05-19,121.82,Inactive,2025-04-27
2856,Panel_994,Paris,EU,2018-02-01,251.04,Inactive,2025-09-03
2857,Generator_473,Sydney,APAC,2021-12-29,417.08,Maintenance,2025-03-14
2858,Generator_285,Berlin,EU,2018-03-04,473.33,Maintenance,2025-01-25
2859,Turbine_239,Buenos Aires,LATAM,2022-12-13,359.73,Maintenance,2025-09-07
2860,Panel_545,Tokyo,APAC,2023-04-16,158.3,Inactive,2025-03-02
2861,Battery_753,London,UK,2019-01-15,308.61,Inactive,2025-10-28
2862,Panel_785,Berlin,EU,2020-12-19,598.86,Inactive,2025-07-27
2863,Battery_842,Buenos Aires,LATAM,2022-07-26,566.04,Maintenance,2025-09-09
2864,Panel_518,Buenos Aires,LATAM,2022-11-03,185.85,Inactive,2025-02-13
2865,Panel_762,São Paulo,LATAM,2021-01-30,491.73,Inactive,2025-07-10
2866,Panel_253,Tokyo,APAC,2019-12-25,574.69,Inactive,2025-07-26
2867,Panel_509,Toronto,NA,2020-09-19,402.55,Active,2025-04-17
2868,Battery_780,Sydney,APAC,2022-09-11,534.16,Maintenance,2025-04-16
2869,Turbine_439,São Paulo,LATAM,2017-04-17,205.91,Inactive,2025-05-05
2870,Turbine_447,Sydney,APAC,2022-05-24,177.86,Active,2025-06-29
2871,Panel_160,New York,NA,2021-02-26,544.29,Maintenance,2025-01-20
2872,Turbine_115,Tokyo,APAC,2024-04-04,323.76,Active,2025-01-03
2873,Panel_318,New York,NA,2018-11-16,546.8,Inactive,2025-03-03
2874,Turbine_570,Madrid,EU,2021-01-28,191.96,Active,2025-04-15
2875,Panel_614,Manchester,UK,2018-03-06,92.52,Maintenance,2025-06-14
2876,Battery_154,São Paulo,LATAM,2022-03-21,148.12,Active,2025-03-03
